id,task,question,target,prob,extremity,upper,lower,p100,dv,ea,focal,foil,support,pairing,coeff,knowledge,age,gender,block
2,1,10,1,0,.5,,0,1,-5.9788857,6.9000001,10,100,-2.3025851,4,1.5865653,8,26,1,2
2,0,11,1,.89999998,.39999998,.89999998,,0,2.1972244,,60,10,1.7917595,3,1.9036022,8,26,1,1
2,1,11,1,.89999998,.39999998,.89999998,,0,2.1972244,,60,10,1.7917595,4,1.5865653,8,26,1,2
2,0,12,1,.80000001,.30000001,.80000001,,0,1.3862945,6.5,50,10,1.6094379,3,1.9036022,8,26,1,1
2,1,12,1,0,.5,,0,1,-5.9788857,,50,10,1.6094379,4,1.5865653,8,26,1,2
2,0,13,1,.059999999,.44,,.059999999,0,-2.7515354,,60,100,-.51082563,3,1.9036022,8,26,1,1
2,1,13,1,.1,.40000001,,.1,0,-2.1972246,,60,100,-.51082563,4,1.5865653,8,26,1,2
2,0,14,1,.029999999,.47,,.029999999,0,-3.4760988,,50,100,-.69314718,3,1.9036022,8,26,1,1
2,1,14,1,.1,.40000001,,.1,0,-2.1972246,6.5,50,100,-.69314718,4,1.5865653,8,26,1,2
2,0,15,1,.050000001,.44999999,,.050000001,0,-2.9444389,,50,60,-.18232156,3,1.9036022,8,26,1,1
2,1,15,1,.5,0,,,0,0,,50,60,-.18232156,4,1.5865653,8,26,1,2
3,0,1,0,.60000002,.10000002,.60000002,,0,.40546522,6.3000002,75,60,.22314355,5,12.653642,2,41,1,2
3,1,1,0,.55000001,.050000012,.55000001,,0,.20067075,,75,60,.22314355,6,5.2216787,2,41,1,1
3,0,2,0,.5,0,,,0,0,,60,65,-.080042705,5,12.653642,2,41,1,2
3,1,2,0,.25,.25,,.25,0,-1.0986123,,60,65,-.080042705,6,5.2216787,2,41,1,1
3,0,3,0,1,.5,1,,1,5.978879,,100,60,.51082563,5,12.653642,2,41,1,2
3,1,3,0,.94999999,.44999999,.94999999,,0,2.9444387,,100,60,.51082563,6,5.2216787,2,41,1,1
3,0,4,0,.85000002,.35000002,.85000002,,0,1.7346013,,80,60,.28768209,5,12.653642,2,41,1,2
3,1,4,0,.60000002,.10000002,.60000002,,0,.40546522,,80,60,.28768209,6,5.2216787,2,41,1,1
3,0,5,0,.75,.25,.75,,0,1.0986123,6.5999999,70,60,.15415068,5,12.653642,2,41,1,2
3,1,5,0,.34999999,.15000001,,.34999999,0,-.61903918,,70,60,.15415068,6,5.2216787,2,41,1,1
3,0,6,0,.5,0,,,0,0,,75,65,.14310084,5,12.653642,2,41,1,2
3,1,6,0,.25,.25,,.25,0,-1.0986123,,75,65,.14310084,6,5.2216787,2,41,1,1
3,0,7,0,0,.5,,0,1,-5.9788857,,75,100,-.28768209,5,12.653642,2,41,1,2
3,1,7,0,.1,.40000001,,.1,0,-2.1972246,4.1999998,75,100,-.28768209,6,5.2216787,2,41,1,1
3,0,8,0,.60000002,.10000002,.60000002,,0,.40546522,,75,80,-.064538524,5,12.653642,2,41,1,2
3,1,8,0,.44999999,.050000012,,.44999999,0,-.20067075,,75,80,-.064538524,6,5.2216787,2,41,1,1
3,0,9,0,.55000001,.050000012,.55000001,,0,.20067075,,70,75,-.068992868,5,12.653642,2,41,1,2
3,1,9,0,.2,.30000001,,.2,0,-1.3862944,3.8,70,75,-.068992868,6,5.2216787,2,41,1,1
3,0,10,0,1,.5,1,,1,5.978879,6.9000001,100,65,.43078291,5,12.653642,2,41,1,2
3,1,10,0,.85000002,.35000002,.85000002,,0,1.7346013,,100,65,.43078291,6,5.2216787,2,41,1,1
3,0,11,0,.1,.40000001,,.1,0,-2.1972246,,65,80,-.20763937,5,12.653642,2,41,1,2
3,1,11,0,.34999999,.15000001,,.34999999,0,-.61903918,,65,80,-.20763937,6,5.2216787,2,41,1,1
3,0,12,0,.5,0,,,0,0,,65,70,-.074107975,5,12.653642,2,41,1,2
3,1,12,0,.5,0,,,0,0,,65,70,-.074107975,6,5.2216787,2,41,1,1
3,0,13,0,1,.5,1,,1,5.978879,,100,80,.22314355,5,12.653642,2,41,1,2
3,1,13,0,.85000002,.35000002,.85000002,,0,1.7346013,4.1999998,100,80,.22314355,6,5.2216787,2,41,1,1
3,0,14,0,1,.5,1,,1,5.978879,,100,70,.35667494,5,12.653642,2,41,1,2
3,1,14,0,.89999998,.39999998,.89999998,,0,2.1972244,,100,70,.35667494,6,5.2216787,2,41,1,1
3,0,15,0,.80000001,.30000001,.80000001,,0,1.3862945,,80,70,.13353139,5,12.653642,2,41,1,2
3,1,15,0,.40000001,.099999994,,.40000001,0,-.40546513,,80,70,.13353139,6,5.2216787,2,41,1,1
4,0,1,0,.80000001,.30000001,.80000001,,0,1.3862945,6.5,60,10,1.7917595,7,1.8103375,6,29,1,2
4,1,1,0,.80000001,.30000001,.80000001,,0,1.3862945,,60,10,1.7917595,8,1.4967686,6,29,1,1
4,0,2,0,.1,.40000001,,.1,0,-2.1972246,,10,50,-1.6094379,7,1.8103375,6,29,1,2
4,1,2,0,.1,.40000001,,.1,0,-2.1972246,,10,50,-1.6094379,8,1.4967686,6,29,1,1
4,0,3,0,1,.5,1,,1,5.978879,,100,10,2.3025851,7,1.8103375,6,29,1,2
4,1,3,0,1,.5,1,,1,5.978879,,100,10,2.3025851,8,1.4967686,6,29,1,1
4,0,4,0,1,.5,1,,1,5.978879,,90,10,2.1972246,7,1.8103375,6,29,1,2
4,1,4,0,.94999999,.44999999,.94999999,,0,2.9444387,6.5999999,90,10,2.1972246,8,1.4967686,6,29,1,1
4,0,5,0,.80000001,.30000001,.80000001,,0,1.3862945,,40,10,1.3862944,7,1.8103375,6,29,1,2
4,1,5,0,.80000001,.30000001,.80000001,,0,1.3862945,,40,10,1.3862944,8,1.4967686,6,29,1,1
4,0,6,0,.69999999,.19999999,.69999999,,0,.84729779,4.9000001,60,50,.18232156,7,1.8103375,6,29,1,2
4,1,6,0,.60000002,.10000002,.60000002,,0,.40546522,,60,50,.18232156,8,1.4967686,6,29,1,1
4,0,7,0,.40000001,.099999994,,.40000001,0,-.40546513,,60,100,-.51082563,7,1.8103375,6,29,1,2
4,1,7,0,.30000001,.19999999,,.30000001,0,-.84729779,,60,100,-.51082563,8,1.4967686,6,29,1,1
4,0,8,0,.40000001,.099999994,,.40000001,0,-.40546513,,60,90,-.4054651,7,1.8103375,6,29,1,2
4,1,8,0,.40000001,.099999994,,.40000001,0,-.40546513,,60,90,-.4054651,8,1.4967686,6,29,1,1
4,0,9,0,.40000001,.099999994,,.40000001,0,-.40546513,,40,60,-.4054651,7,1.8103375,6,29,1,2
4,1,9,0,.40000001,.099999994,,.40000001,0,-.40546513,,40,60,-.4054651,8,1.4967686,6,29,1,1
4,0,10,0,.80000001,.30000001,.80000001,,0,1.3862945,,100,50,.69314718,7,1.8103375,6,29,1,2
4,1,10,0,.80000001,.30000001,.80000001,,0,1.3862945,,100,50,.69314718,8,1.4967686,6,29,1,1
4,0,11,0,.40000001,.099999994,,.40000001,0,-.40546513,,50,90,-.58778667,7,1.8103375,6,29,1,2
4,1,11,0,.60000002,.10000002,.60000002,,0,.40546522,4.4000001,50,90,-.58778667,8,1.4967686,6,29,1,1
4,0,12,0,.80000001,.30000001,.80000001,,0,1.3862945,,50,40,.22314355,7,1.8103375,6,29,1,2
4,1,12,0,.60000002,.10000002,.60000002,,0,.40546522,,50,40,.22314355,8,1.4967686,6,29,1,1
4,0,13,0,.60000002,.10000002,.60000002,,0,.40546522,,100,90,.10536052,7,1.8103375,6,29,1,2
4,1,13,0,.75,.25,.75,,0,1.0986123,,100,90,.10536052,8,1.4967686,6,29,1,1
4,0,14,0,,,,,0,,,100,40,.91629076,7,1.8103375,6,29,1,2
4,1,14,0,.89999998,.39999998,.89999998,,0,2.1972244,,100,40,.91629076,8,1.4967686,6,29,1,1
4,0,15,0,.89999998,.39999998,.89999998,,0,2.1972244,6.5999999,90,40,.81093019,7,1.8103375,6,29,1,2
4,1,15,0,.89999998,.39999998,.89999998,,0,2.1972244,6.4000001,90,40,.81093019,8,1.4967686,6,29,1,1
5,0,1,0,.64999998,.14999998,.64999998,,0,.61903912,,65,15,1.4663371,9,1.6718786,7,31,1,2
5,1,1,0,.85000002,.35000002,.85000002,,0,1.7346013,,65,15,1.4663371,10,.23888612,7,31,1,1
5,0,2,0,.25,.25,,.25,0,-1.0986123,5.1999998,15,45,-1.0986123,9,1.6718786,7,31,1,2
5,1,2,0,.34999999,.15000001,,.34999999,0,-.61903918,,15,45,-1.0986123,10,.23888612,7,31,1,1
5,0,3,0,1,.5,1,,1,5.978879,,100,15,1.89712,9,1.6718786,7,31,1,2
5,1,3,0,.02,.47999999,,.02,0,-3.8918204,,100,15,1.89712,10,.23888612,7,31,1,1
5,0,4,0,.85000002,.35000002,.85000002,,0,1.7346013,,80,15,1.6739764,9,1.6718786,7,31,1,2
5,1,4,0,.79000002,.29000002,.79000002,,0,1.3249255,,80,15,1.6739764,10,.23888612,7,31,1,1
5,0,5,0,.85000002,.35000002,.85000002,,0,1.7346013,,60,15,1.3862944,9,1.6718786,7,31,1,2
5,1,5,0,.15000001,.34999999,,.15000001,0,-1.734601,4.4000001,60,15,1.3862944,10,.23888612,7,31,1,1
5,0,6,0,.64999998,.14999998,.64999998,,0,.61903912,,65,45,.36772478,9,1.6718786,7,31,1,2
5,1,6,0,.44999999,.050000012,,.44999999,0,-.20067075,,65,45,.36772478,10,.23888612,7,31,1,1
5,0,7,0,.050000001,.44999999,,.050000001,0,-2.9444389,,65,100,-.43078291,9,1.6718786,7,31,1,2
5,1,7,0,.1,.40000001,,.1,0,-2.1972246,4.8000002,65,100,-.43078291,10,.23888612,7,31,1,1
5,0,8,0,.85000002,.35000002,.85000002,,0,1.7346013,,65,80,-.20763937,9,1.6718786,7,31,1,2
5,1,8,0,.40000001,.099999994,,.40000001,0,-.40546513,,65,80,-.20763937,10,.23888612,7,31,1,1
5,0,9,0,.25,.25,,.25,0,-1.0986123,,60,65,-.080042705,9,1.6718786,7,31,1,2
5,1,9,0,.34999999,.15000001,,.34999999,0,-.61903918,,60,65,-.080042705,10,.23888612,7,31,1,1
5,0,10,0,1,.5,1,,1,5.978879,,100,45,.79850769,9,1.6718786,7,31,1,2
5,1,10,0,.79000002,.29000002,.79000002,,0,1.3249255,5.3000002,100,45,.79850769,10,.23888612,7,31,1,1
5,0,11,0,.5,0,,,0,0,,45,80,-.57536417,9,1.6718786,7,31,1,2
5,1,11,0,.1,.40000001,,.1,0,-2.1972246,,45,80,-.57536417,10,.23888612,7,31,1,1
5,0,12,0,.44999999,.050000012,,.44999999,0,-.20067075,,45,60,-.28768209,9,1.6718786,7,31,1,2
5,1,12,0,.25,.25,,.25,0,-1.0986123,,45,60,-.28768209,10,.23888612,7,31,1,1
5,0,13,0,1,.5,1,,1,5.978879,6.5,100,80,.22314355,9,1.6718786,7,31,1,2
5,1,13,0,.85000002,.35000002,.85000002,,0,1.7346013,,100,80,.22314355,10,.23888612,7,31,1,1
5,0,14,0,.85000002,.35000002,.85000002,,0,1.7346013,7,100,60,.51082563,9,1.6718786,7,31,1,2
5,1,14,0,.85000002,.35000002,.85000002,,0,1.7346013,,100,60,.51082563,10,.23888612,7,31,1,1
5,0,15,0,.85000002,.35000002,.85000002,,0,1.7346013,,80,60,.28768209,9,1.6718786,7,31,1,2
5,1,15,0,.34,.16,,.34,0,-.66329414,,80,60,.28768209,10,.23888612,7,31,1,1
6,0,1,0,.80000001,.30000001,.80000001,,0,1.3862945,,70,40,.55961579,11,5.1844049,5,32,1,2
6,1,1,0,.80000001,.30000001,.80000001,,0,1.3862945,,70,40,.55961579,12,3.1928542,5,32,1,1
6,0,2,0,.5,0,,,0,0,,40,70,-.55961579,11,5.1844049,5,32,1,2
6,1,2,0,.2,.30000001,,.2,0,-1.3862944,,40,70,-.55961579,12,3.1928542,5,32,1,1
6,0,3,0,.99000001,.49000001,.99000001,,0,4.5951209,,100,40,.91629076,11,5.1844049,5,32,1,2
6,1,3,0,.94999999,.44999999,.94999999,,0,2.9444387,4.9000001,100,40,.91629076,12,3.1928542,5,32,1,1
6,0,4,0,.97000003,.47000003,.97000003,,0,3.4760997,,80,40,.69314718,11,5.1844049,5,32,1,2
6,1,4,0,.89999998,.39999998,.89999998,,0,2.1972244,,80,40,.69314718,12,3.1928542,5,32,1,1
6,0,5,0,.40000001,.099999994,,.40000001,0,-.40546513,,50,40,.22314355,11,5.1844049,5,32,1,2
6,1,5,0,.40000001,.099999994,,.40000001,0,-.40546513,,50,40,.22314355,12,3.1928542,5,32,1,1
6,0,6,0,.5,0,,,0,0,4.0999999,70,70,0,11,5.1844049,5,32,1,2
6,1,6,0,.5,0,,,0,0,,70,70,0,12,3.1928542,5,32,1,1
6,0,7,0,.029999999,.47,,.029999999,0,-3.4760988,,70,100,-.35667494,11,5.1844049,5,32,1,2
6,1,7,0,.2,.30000001,,.2,0,-1.3862944,,70,100,-.35667494,12,3.1928542,5,32,1,1
6,0,8,0,.0099999998,.49000001,,.0099999998,0,-4.59512,,70,80,-.13353139,11,5.1844049,5,32,1,2
6,1,8,0,.25,.25,,.25,0,-1.0986123,3.4000001,70,80,-.13353139,12,3.1928542,5,32,1,1
6,0,9,0,.69999999,.19999999,.69999999,,0,.84729779,,50,70,-.33647224,11,5.1844049,5,32,1,2
6,1,9,0,.30000001,.19999999,,.30000001,0,-.84729779,,50,70,-.33647224,12,3.1928542,5,32,1,1
6,0,10,0,.99000001,.49000001,.99000001,,0,4.5951209,,100,70,.35667494,11,5.1844049,5,32,1,2
6,1,10,0,.94999999,.44999999,.94999999,,0,2.9444387,4,100,70,.35667494,12,3.1928542,5,32,1,1
6,0,11,0,.0099999998,.49000001,,.0099999998,0,-4.59512,5.4000001,70,80,-.13353139,11,5.1844049,5,32,1,2
6,1,11,0,.30000001,.19999999,,.30000001,0,-.84729779,,70,80,-.13353139,12,3.1928542,5,32,1,1
6,0,12,0,.5,0,,,0,0,4.4000001,70,50,.33647224,11,5.1844049,5,32,1,2
6,1,12,0,.5,0,,,0,0,,70,50,.33647224,12,3.1928542,5,32,1,1
6,0,13,0,.89999998,.39999998,.89999998,,0,2.1972244,,100,80,.22314355,11,5.1844049,5,32,1,2
6,1,13,0,.69999999,.19999999,.69999999,,0,.84729779,,100,80,.22314355,12,3.1928542,5,32,1,1
6,0,14,0,.99000001,.49000001,.99000001,,0,4.5951209,,100,50,.69314718,11,5.1844049,5,32,1,2
6,1,14,0,.85000002,.35000002,.85000002,,0,1.7346013,,100,50,.69314718,12,3.1928542,5,32,1,1
6,0,15,0,.94999999,.44999999,.94999999,,0,2.9444387,,80,50,.47000363,11,5.1844049,5,32,1,2
6,1,15,0,.89999998,.39999998,.89999998,,0,2.1972244,,80,50,.47000363,12,3.1928542,5,32,1,1
7,0,1,0,.94999999,.44999999,.94999999,,0,2.9444387,,70,50,.33647224,13,11.595865,8,32,1,2
7,1,1,0,.98000002,.48000002,.98000002,,0,3.8918214,,70,50,.33647224,14,9.7235804,8,32,1,1
7,0,2,0,.85000002,.35000002,.85000002,,0,1.7346013,,50,60,-.18232156,13,11.595865,8,32,1,2
7,1,2,0,.60000002,.10000002,.60000002,,0,.40546522,4.4000001,50,60,-.18232156,14,9.7235804,8,32,1,1
7,0,3,0,1,.5,1,,1,5.978879,,100,50,.69314718,13,11.595865,8,32,1,2
7,1,3,0,1,.5,1,,1,5.978879,,100,50,.69314718,14,9.7235804,8,32,1,1
7,0,4,0,1,.5,1,,1,5.978879,,90,50,.58778667,13,11.595865,8,32,1,2
7,1,4,0,1,.5,1,,1,5.978879,,90,50,.58778667,14,9.7235804,8,32,1,1
7,0,5,0,1,.5,1,,1,5.978879,,80,50,.47000363,13,11.595865,8,32,1,2
7,1,5,0,1,.5,1,,1,5.978879,5.5,80,50,.47000363,14,9.7235804,8,32,1,1
7,0,6,0,.94999999,.44999999,.94999999,,0,2.9444387,,70,60,.15415068,13,11.595865,8,32,1,2
7,1,6,0,.99000001,.49000001,.99000001,,0,4.5951209,,70,60,.15415068,14,9.7235804,8,32,1,1
7,0,7,0,.02,.47999999,,.02,0,-3.8918204,,70,100,-.35667494,13,11.595865,8,32,1,2
7,1,7,0,.050000001,.44999999,,.050000001,0,-2.9444389,,70,100,-.35667494,14,9.7235804,8,32,1,1
7,0,8,0,0,.5,,0,1,-5.9788857,,70,90,-.25131443,13,11.595865,8,32,1,2
7,1,8,0,.07,.43000001,,.07,0,-2.5866892,,70,90,-.25131443,14,9.7235804,8,32,1,1
7,0,9,0,.99000001,.49000001,.99000001,,0,4.5951209,,80,70,.13353139,13,11.595865,8,32,1,2
7,1,9,0,.050000001,.44999999,,.050000001,0,-2.9444389,,80,70,.13353139,14,9.7235804,8,32,1,1
7,0,10,0,1,.5,1,,1,5.978879,,100,60,.51082563,13,11.595865,8,32,1,2
7,1,10,0,.98000002,.48000002,.98000002,,0,3.8918214,,100,60,.51082563,14,9.7235804,8,32,1,1
7,0,11,0,0,.5,,0,1,-5.9788857,4.9000001,60,90,-.4054651,13,11.595865,8,32,1,2
7,1,11,0,.0099999998,.49000001,,.0099999998,0,-4.59512,,60,90,-.4054651,14,9.7235804,8,32,1,1
7,0,12,0,0,.5,,0,1,-5.9788857,5.6999998,60,80,-.28768209,13,11.595865,8,32,1,2
7,1,12,0,.0099999998,.49000001,,.0099999998,0,-4.59512,,60,80,-.28768209,14,9.7235804,8,32,1,1
7,0,13,0,.85000002,.35000002,.85000002,,0,1.7346013,,100,90,.10536052,13,11.595865,8,32,1,2
7,1,13,0,.68000001,.18000001,.68000001,,0,.75377184,,100,90,.10536052,14,9.7235804,8,32,1,1
7,0,14,0,.80000001,.30000001,.80000001,,0,1.3862945,4.5999999,100,80,.22314355,13,11.595865,8,32,1,2
7,1,14,0,.60000002,.10000002,.60000002,,0,.40546522,,100,80,.22314355,14,9.7235804,8,32,1,1
7,0,15,0,.5,0,,,0,0,,90,80,.11778303,13,11.595865,8,32,1,2
7,1,15,0,.5,0,,,0,0,4.1999998,90,80,.11778303,14,9.7235804,8,32,1,1
8,0,1,0,.40000001,.099999994,,.40000001,0,-.40546513,,20,40,-.69314718,15,1.4970793,1,33,1,1
8,1,1,0,.5,0,,,0,0,,20,40,-.69314718,16,1.1899276,1,33,1,2
8,0,2,0,.2,.30000001,,.2,0,-1.3862944,4.5999999,40,80,-.69314718,15,1.4970793,1,33,1,1
8,1,2,0,.40000001,.099999994,,.40000001,0,-.40546513,,40,80,-.69314718,16,1.1899276,1,33,1,2
8,0,3,0,1,.5,1,,1,5.978879,5.6999998,100,40,.91629076,15,1.4970793,1,33,1,1
8,1,3,0,1,.5,1,,1,5.978879,,100,40,.91629076,16,1.1899276,1,33,1,2
8,0,4,0,.80000001,.30000001,.80000001,,0,1.3862945,,60,40,.4054651,15,1.4970793,1,33,1,1
8,1,4,0,.30000001,.19999999,,.30000001,0,-.84729779,,60,40,.4054651,16,1.1899276,1,33,1,2
8,0,5,0,.40000001,.099999994,,.40000001,0,-.40546513,,10,40,-1.3862944,15,1.4970793,1,33,1,1
8,1,5,0,.40000001,.099999994,,.40000001,0,-.40546513,,10,40,-1.3862944,16,1.1899276,1,33,1,2
8,0,6,0,.5,0,,,0,0,,20,80,-1.3862944,15,1.4970793,1,33,1,1
8,1,6,0,.60000002,.10000002,.60000002,,0,.40546522,,20,80,-1.3862944,16,1.1899276,1,33,1,2
8,0,7,0,0,.5,,0,1,-5.9788857,,20,100,-1.6094379,15,1.4970793,1,33,1,1
8,1,7,0,0,.5,,0,1,-5.9788857,,20,100,-1.6094379,16,1.1899276,1,33,1,2
8,0,8,0,.2,.30000001,,.2,0,-1.3862944,,20,60,-1.0986123,15,1.4970793,1,33,1,1
8,1,8,0,.60000002,.10000002,.60000002,,0,.40546522,,20,60,-1.0986123,16,1.1899276,1,33,1,2
8,0,9,0,.5,0,,,0,0,,10,20,-.69314718,15,1.4970793,1,33,1,1
8,1,9,0,.40000001,.099999994,,.40000001,0,-.40546513,3.5999999,10,20,-.69314718,16,1.1899276,1,33,1,2
8,0,10,0,1,.5,1,,1,5.978879,,100,80,.22314355,15,1.4970793,1,33,1,1
8,1,10,0,1,.5,1,,1,5.978879,3.7,100,80,.22314355,16,1.1899276,1,33,1,2
8,0,11,0,.40000001,.099999994,,.40000001,0,-.40546513,,80,60,.28768209,15,1.4970793,1,33,1,1
8,1,11,0,.30000001,.19999999,,.30000001,0,-.84729779,,80,60,.28768209,16,1.1899276,1,33,1,2
8,0,12,0,.60000002,.10000002,.60000002,,0,.40546522,,80,10,2.0794415,15,1.4970793,1,33,1,1
8,1,12,0,.30000001,.19999999,,.30000001,0,-.84729779,,80,10,2.0794415,16,1.1899276,1,33,1,2
8,0,13,0,.80000001,.30000001,.80000001,,0,1.3862945,,100,60,.51082563,15,1.4970793,1,33,1,1
8,1,13,0,1,.5,1,,1,5.978879,,100,60,.51082563,16,1.1899276,1,33,1,2
8,0,14,0,1,.5,1,,1,5.978879,5.0999999,100,10,2.3025851,15,1.4970793,1,33,1,1
8,1,14,0,1,.5,1,,1,5.978879,,100,10,2.3025851,16,1.1899276,1,33,1,2
8,0,15,0,.5,0,,,0,0,,60,10,1.7917595,15,1.4970793,1,33,1,1
8,1,15,0,.2,.30000001,,.2,0,-1.3862944,3.5,60,10,1.7917595,16,1.1899276,1,33,1,2
9,0,6,0,.5,0,,,0,0,4.3000002,40,40,0,17,7.436213,8,20,1,2
9,1,6,0,.40000001,.099999994,,.40000001,0,-.40546513,,40,40,0,18,8.350544,8,20,1,1
9,0,7,0,0,.5,,0,1,-5.9788857,,40,100,-.91629076,17,7.436213,8,20,1,2
9,1,7,0,0,.5,,0,1,-5.9788857,4.0999999,40,100,-.91629076,18,8.350544,8,20,1,1
9,0,8,0,0,.5,,0,1,-5.9788857,,40,80,-.69314718,17,7.436213,8,20,1,2
9,1,8,0,0,.5,,0,1,-5.9788857,,40,80,-.69314718,18,8.350544,8,20,1,1
9,0,9,0,.85000002,.35000002,.85000002,,0,1.7346013,,80,40,.69314718,17,7.436213,8,20,1,2
